q_true,b_true,mu_true,n,rep,method,q_hat,b_hat,success,at_bound,at_start,occupied_bins,objective,nfev,seconds,message
1.4,2.0,0.0,100,0,pdf,1.6185304694015759,1.0448358537310949,True,False,False,32,0.7083433377628918,39,0.009766289000253892,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,0,mle,1.1755179780025287,1.348320647878688,True,False,False,32,106.7219042922934,42,0.00535306399979163,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,0,qlog,1.01,0.5681261007167929,True,True,False,32,1.1430167031249652,39,0.005791240000689868,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,0,cdf,1.01,1.0389899119687924,True,True,False,32,0.0009978820409068385,45,0.025755292999747326,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,1,pdf,2.1077521464746267,5.285619610373856,True,False,False,33,0.565717953551021,42,0.0042484269997657975,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,1,mle,1.4838173980416887,2.0188562132141517,True,False,False,33,119.8352857031112,30,0.0031158419988059904,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,1,qlog,1.1718855477752201,0.592980704342275,True,False,False,33,1.2056681327267957,54,0.00938007100012328,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,1,cdf,1.6934687110528504,3.150156975573361,True,False,False,33,0.0002567101216122305,45,0.010525719999350258,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,2,pdf,1.3802599558711726,0.8693611102482695,True,False,False,33,0.5169658754384235,36,0.003205119999620365,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,2,mle,1.121770710952584,1.1216863642685346,True,False,False,33,111.21935902273103,48,0.0041068739992624614,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,2,qlog,1.01,0.5855910090382224,True,True,False,33,0.7310024797939372,39,0.004685162999521708,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,2,cdf,1.0329338146046356,0.9956042343614856,True,False,False,33,0.0004266031611585908,72,0.01775445800012676,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,3,pdf,1.9128914867628286,3.0078276662642933,True,False,False,25,0.7444342516152805,30,0.006069171000490314,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,3,mle,1.4490861562290955,2.2714837968105517,True,False,False,25,109.54839863752909,30,0.0024617109993414488,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,3,qlog,1.01,0.43407993343431595,False,True,False,25,2.0008870685033138,144,0.020182225000098697,ABNORMAL: 
1.4,2.0,0.0,100,3,cdf,1.4367780553112133,2.0498613455085617,True,False,False,25,0.0032790780745575996,15,0.003539708999596769,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,4,pdf,2.065457840304895,3.8643763653850765,True,False,False,29,1.0250001332774892,33,0.007263184999828809,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,4,mle,1.453564573918319,3.5225583406897782,True,False,False,29,88.16637574012876,36,0.00237426799867535,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,4,qlog,1.01,0.7390679358758302,True,True,False,29,1.8028940679451784,81,0.021933002000878332,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,4,cdf,1.1916553428505914,2.4024547163524175,True,False,False,29,0.0008100715393803122,39,0.01658030900034646,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,5,pdf,2.0446459884423533,5.016641027257881,True,False,False,33,0.5889484935685457,36,0.007380775999990874,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,5,mle,1.556056187442194,3.5542596382063554,True,False,False,33,101.33316501544041,36,0.005686046000846545,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,5,qlog,1.2712969651373758,0.9692207942044693,True,False,False,33,1.3028563725247841,60,0.01327154000136943,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,5,cdf,1.6470355503691156,4.321447967028841,True,False,False,33,0.0001493172780599113,54,0.018604528000651044,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,6,pdf,2.2392180300336166,8.063193288930396,True,False,False,30,0.7248037319421737,42,0.004504452999753994,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,6,mle,1.409318251032865,1.6326801821978003,True,False,False,30,121.25663095215147,42,0.006968264999159146,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,6,qlog,1.01,0.42293738323381197,True,True,False,30,1.360450345340819,72,0.008112314999380033,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,6,cdf,1.7013240575086264,2.8426490715008303,True,False,False,30,0.0014221354131997276,42,0.011419923001085408,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,7,pdf,2.1472391602535073,9.278212744349672,True,False,False,31,0.554264009708582,48,0.006372021000061068,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,7,mle,1.4466842226281822,2.952902833386378,True,False,False,31,96.13387487219538,39,0.005616456999632646,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,7,qlog,1.01,0.45923983896242726,True,True,False,31,2.15771869296097,144,0.01828274899889948,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,7,cdf,1.7649961066589888,5.805326609996223,True,False,False,31,0.0005981691353189216,60,0.017552954001075705,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,8,pdf,1.7018125079189361,1.7018504351293144,True,False,False,30,0.47403125006845037,30,0.0043244010012131184,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,8,mle,1.3415321589869067,1.4950986682510468,True,False,False,30,117.9861856407705,39,0.0030842500000289874,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,8,qlog,1.01,0.39519705533198374,True,True,False,30,1.325785136293441,51,0.0233252790003462,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,8,cdf,1.4576576014983578,1.798941487445936,True,False,False,30,0.0007105079408753387,33,0.05528125400087447,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,9,pdf,1.01,0.5120364516869603,True,True,False,39,0.6362579785580386,45,0.008241944000474177,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,9,mle,1.01,1.1485015785168224,True,True,False,39,100.99203618023472,57,0.006314330999884987,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,9,qlog,1.01,0.8313988087361129,True,True,False,39,0.8577643515403682,24,0.0037507460001506843,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,9,cdf,1.370178969637273,1.5794498457985517,True,False,False,39,0.0022493648561514013,45,0.029326120999030536,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,10,pdf,1.8998248587476074,3.0141810310913013,True,False,False,32,0.5510930239440466,33,0.05016269299994747,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,10,mle,1.443531418493458,2.000257862341184,True,False,False,32,115.22130137253029,33,0.0050469630004954524,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,10,qlog,1.01,0.4703498175080144,True,True,False,32,1.2182586221233198,45,0.015854146999117802,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,10,cdf,1.518562203054173,2.3197330911033958,True,False,False,32,0.00028632255426622616,36,0.015226464000079432,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,11,pdf,1.3969368372287256,0.558816896268004,True,False,False,37,0.5621929150321743,48,0.007669752998481272,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,11,mle,1.01,0.6933585304069123,True,True,False,37,126.28841757960873,54,0.003942690998883336,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,11,qlog,1.01,0.4657348450401248,True,True,False,37,0.8418538760202279,36,0.0038484569995489437,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,11,cdf,1.01,0.6337106282987847,True,True,False,37,0.0024731070522392303,48,0.01314244700006384,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,12,pdf,2.118466501942239,3.250483006719582,True,False,False,31,0.7357383055923911,42,0.030670890000692452,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,12,mle,1.5454317850475225,1.8007264840997008,True,False,False,31,133.8350209416991,36,0.0029313750001165317,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,12,qlog,1.01,0.3243292336686513,True,True,False,31,1.6453759840178988,96,0.01730516299903684,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,12,cdf,1.6785016870761815,2.383889073274243,True,False,False,31,0.0003981749660477051,30,0.011580878001041128,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,13,pdf,1.4208189495843495,0.5523904477255748,True,False,False,35,0.8217540251856241,48,0.005532844001209014,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,13,mle,1.122370678791612,1.2462355437446941,True,False,False,35,106.00566671419836,42,0.004290851999030565,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,13,qlog,1.01,0.6724892597852058,True,True,False,35,1.0170742970919944,39,0.008796858001005603,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,13,cdf,1.01,1.0334181861870397,True,True,False,35,0.0011043879033590977,48,0.02015399000083562,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,14,pdf,1.7955982514892879,1.411288643369508,True,False,False,29,0.8607277625351067,33,0.003445905000262428,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,14,mle,1.3879232616777741,1.813057513179094,True,False,False,29,113.5280401209553,36,0.004774053999426542,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,14,qlog,1.01,0.44176756806826006,True,True,False,29,1.5285127029170074,66,0.009013504999529687,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,14,cdf,1.1975661394168253,1.3430687510834658,True,False,False,29,0.0015154914097537376,42,0.014640370998677099,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,15,pdf,1.3653741779423005,0.7903191467453241,True,False,False,38,0.47424419995626693,39,0.008713416998944012,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,15,mle,1.01,0.9423534729299066,True,True,False,38,110.93694485168001,57,0.00801369600048929,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,15,qlog,1.01,0.6439461443255624,True,True,False,38,0.6719304934374989,27,0.009517043999949237,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,15,cdf,1.01,0.8384026686386996,True,True,False,38,0.002596622533086825,45,0.009960221001165337,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,16,pdf,1.1693690747739036,0.5063883251202798,True,False,False,38,0.6298971934187355,51,0.007822969999324414,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,16,mle,1.0400229642816714,0.93616819248408,True,False,False,38,113.59759023744004,48,0.0209549369992601,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,16,qlog,1.01,0.5778118380105871,True,True,False,38,0.9043213319342488,27,0.011590268999498221,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,16,cdf,1.0286595872584934,0.9415104557538494,True,False,False,38,0.0012628174786937178,48,0.037832305000847555,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,17,pdf,1.7210823340901538,2.439219996395054,True,False,False,32,0.5952425289717551,33,0.006646400001045549,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,17,mle,1.4489525369960734,2.9280298682486077,True,False,False,32,96.83705194648643,39,0.006750255000952166,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,17,qlog,1.01,0.7256623377066718,True,True,False,32,1.4688973090808943,36,0.004805735999980243,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,17,cdf,1.7269227080013922,5.1478786418719205,True,False,False,32,0.0008149543187188133,57,0.04332914600126969,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,18,pdf,2.2039167182053654,3.324033678771292,True,False,False,30,1.0726153207533595,42,0.006222863999937545,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,18,mle,1.4327874893926733,1.963045710236988,True,False,False,30,114.84864803552753,33,0.006817344999944908,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,18,qlog,1.01,0.4224563639441455,True,True,False,30,2.094263271540642,51,0.006512563999422127,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,18,cdf,1.314332208975643,1.5163272021906895,True,False,False,30,0.003012513913990652,45,0.014456392000283813,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,19,pdf,1.9648068775693268,3.6641642380682677,True,False,False,26,0.724393240629959,30,0.0062150100002327235,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,19,mle,1.4080242798894897,2.3410512036453834,True,False,False,26,103.0854049333308,33,0.0022006290000717854,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,19,qlog,1.01,0.3692563643668147,True,True,False,26,2.58144934143391,66,0.019908860998839373,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,19,cdf,1.2709141494802727,1.814317201011834,True,False,False,26,0.0012930122288148213,39,0.02964047000023129,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,20,pdf,2.0305864053353844,5.58265184994513,True,False,False,28,0.5209961626497425,30,0.006319280999377952,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,20,mle,1.5021241687286995,2.3658493283060644,True,False,False,28,114.29816939205503,30,0.008279001000119024,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,20,qlog,1.516019027060823,0.9186095361898119,True,False,False,28,1.5318829647490806,42,0.009373998000228312,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,20,cdf,1.6024687982474703,2.8748961241353808,True,False,False,28,0.00033116984638810443,42,0.01861427400035609,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,21,pdf,2.186426216859517,4.271330654307251,True,False,False,30,0.9749314914841161,36,0.012310653999520582,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,21,mle,1.5065582467338028,2.383713030361899,True,False,False,30,114.51014755244572,30,0.030911250998542528,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,21,qlog,1.01,0.45472714518071344,True,True,False,30,2.1209760304160272,57,0.030909245000657393,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,21,cdf,1.342986311831725,1.6232318938269892,True,False,False,30,0.00507334266900503,42,0.012972335000085877,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,22,pdf,2.1222313626303766,6.42870342372053,True,False,False,33,0.6589684574524945,42,0.005867498999577947,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,22,mle,1.6126107320077745,4.035979975097173,True,False,False,33,103.30455627848377,33,0.003408466000109911,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,22,qlog,1.01,0.6635604817821086,True,True,False,33,1.8282835993474724,45,0.009189644999423763,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,22,cdf,1.85792167251069,7.395680821759783,True,False,False,33,0.0005983971318387439,57,0.06712967000021308,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,23,pdf,1.9270037332916194,2.6998725491415216,True,False,False,25,0.7397735444010984,36,0.048918065998805105,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,23,mle,1.4584280501756572,1.6912916439525287,True,False,False,25,125.45809229772587,36,0.019593769999119104,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,23,qlog,1.287389289746787,0.47237443527112033,True,False,False,25,1.8814283319590683,57,0.013381380998907844,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,23,cdf,1.330427263463003,1.3681878746752791,True,False,False,25,0.0005173035380211423,39,0.027307966998705524,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,24,pdf,1.5484052627646232,2.045599506567921,True,False,False,21,0.6077504262716683,21,0.004726686000140035,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,24,mle,1.3830902387307653,2.349614362130504,True,False,False,21,100.01278222940407,30,0.00810654999986582,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,24,qlog,1.01,0.28202679143051773,True,True,False,21,3.384707317273304,84,0.04461534400070377,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,24,cdf,1.01,1.348173082318318,True,True,False,21,0.0013457292705239094,30,0.02710583400039468,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,25,pdf,1.4983551224241647,1.4798290826226883,True,False,False,34,0.4527799323151401,30,0.006606402001125389,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,25,mle,1.2960277073976771,1.6478611818042546,True,False,False,34,108.30527635861793,39,0.009755574001246714,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,25,qlog,1.01,0.6207843651555769,True,True,False,34,0.875864465350329,48,0.014018988000316313,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,25,cdf,1.3436396548505587,1.7310438728103799,True,False,False,34,0.0017972480632372021,39,0.05067440499988152,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,26,pdf,1.1811576778954302,0.7791858969480354,True,False,False,38,0.5992602924356937,48,0.026563349998468766,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,26,mle,1.01,1.222299741604952,True,True,False,38,97.93304419572901,66,0.060609639000176685,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.4,2.0,0.0,100,26,qlog,1.01,0.8318573591075509,True,True,False,38,0.9322538144616369,21,0.0032574420001765247,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,26,cdf,1.3807383094687873,2.07005624847155,True,False,False,38,0.00033262687960384905,15,0.006525619999592891,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,27,pdf,1.821101856760362,1.8370332091251176,True,False,False,30,0.8553981913736994,27,0.002737872000579955,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,27,mle,1.438678878867772,3.0845585248955536,True,False,False,30,92.97014285747719,33,0.004130265999265248,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,27,qlog,1.01,0.720229650529104,True,True,False,30,1.792743490298387,51,0.07870920200002729,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,27,cdf,1.6302248746375314,4.439338511360955,True,False,False,30,0.0003422810802185242,57,0.018312819998755003,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,28,pdf,1.785998678060182,1.873622255706754,True,False,False,22,0.8898944684008092,33,0.002964924000480096,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,28,mle,1.3410294727051746,1.7079746761690877,True,False,False,22,111.27577320891162,36,0.013475480000124662,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,28,qlog,1.01,0.3651591154129724,True,True,False,22,2.253876424639883,81,0.03688870800033328,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,28,cdf,1.01,1.0186463826220518,True,True,False,22,0.0018663656205220023,102,0.04853655899933074,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,29,pdf,1.7552612488583312,2.1929165533512083,True,False,False,32,0.35891974706342855,30,0.0062040280008659465,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,29,mle,1.2650187774200372,1.403054105833418,True,False,False,32,113.20616957584278,42,0.00394711599983566,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,29,qlog,1.070985729555501,0.4607770011198263,True,False,False,32,0.9791158372546744,57,0.012652591998630669,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,29,cdf,1.2980864636434482,1.4526427089608247,True,False,False,32,0.00012899931804599934,39,0.010668285998690408,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,30,pdf,1.6663808040566535,1.730727641528375,True,False,False,37,0.5194391757654722,36,0.0063883319999149535,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,30,mle,1.279088564904583,1.9193901876894743,True,False,False,37,98.9495144594132,42,0.00412528600099904,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,30,qlog,1.01,0.8167429052054258,True,True,False,37,0.7923797414320835,39,0.00910017699970922,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,30,cdf,1.5703006285368324,3.271153577413591,True,False,False,37,0.00018426423567009922,39,0.02835340799902042,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,31,pdf,1.4186095211718774,1.7157594075684937,True,False,False,21,0.5083825823757316,33,0.005345298999600345,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,31,mle,1.4399998509805274,2.1135325020293627,True,False,False,21,112.03402484232112,30,0.002331153998966329,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,31,qlog,1.5502133007503034,0.8040470992184675,True,False,False,21,2.658968482570507,48,0.006420546998924692,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,31,cdf,1.01,1.1689919545032255,True,True,False,21,0.0004201267424198154,45,0.015159766000579111,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,32,pdf,1.654372094908412,2.109677099852983,True,False,False,25,0.40100294970751704,24,0.0046692089999851305,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,32,mle,1.4016502404798015,1.8589581502426011,True,False,False,25,113.86750105639564,36,0.006428282000342733,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,32,qlog,1.3808321057814372,0.5883610898574086,True,False,False,25,1.713803464147429,51,0.010186244999204064,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,32,cdf,1.2571541997357862,1.4869759860871705,True,False,False,25,0.0002220633743133939,45,0.026096486999449553,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,33,pdf,1.71795163798658,3.194515824469568,True,False,False,35,0.39572889038839465,36,0.018569125000794884,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,33,mle,1.3227155997652553,2.3713729007278745,True,False,False,35,92.89965521831984,39,0.002926218001448433,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,33,qlog,1.01,0.8431600189373554,True,True,False,35,0.8538947079346931,39,0.007011929999862332,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,33,cdf,1.6107177758737243,4.11496559772524,True,False,False,35,0.00021782075162749323,51,0.010954377001326066,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,34,pdf,1.8247875214842588,2.562650028179302,True,False,False,24,0.7412144603065202,30,0.005156361999979708,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,34,mle,1.4448142614286237,2.2741520060340408,True,False,False,24,108.96251967747908,30,0.0019619270005932776,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,34,qlog,1.01,0.37739041164286846,True,True,False,24,1.9747908606646118,84,0.05523990700021386,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,34,cdf,1.069667124187307,1.3193973689282357,True,False,False,24,0.0010044433356852277,51,0.05666898100025719,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,35,pdf,1.8632220276950784,2.861806044894104,True,False,False,28,0.7700986705422161,33,0.004074109998327913,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.4,2.0,0.0,100,35,mle,1.4749347532790151,2.556097550327031,True,False,False,28,106.89630276335059,27,0.0023076070010574767,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
