q_true,b_true,mu_true,n,rep,method,q_hat,b_hat,success,at_bound,occupied_bins,max_abs_x,objective,nfev,seconds,message
2.5,2.0,0.0,100,65,qlog,nan,nan,False,False,24,63685.057599021085,nan,0,0.0039941859999999,ningun candidato q-log valido
2.5,2.0,0.0,100,65,cdf,2.420757287028771,4.044713278492784,True,False,24,63685.057599021085,0.0011123982956595941,114,0.013466211999912048,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,66,pdf,2.440861931523648,0.8041655195592673,True,False,20,90108.4727651285,45.77465191751005,105,0.0356882430000951,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,66,mle,2.4033155144793947,0.5295631387091895,True,False,20,90108.4727651285,463.6741324837272,99,0.004533040999945115,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,66,qlog,nan,nan,False,False,20,90108.4727651285,nan,0,0.004350115000079313,ningun candidato q-log valido
2.5,2.0,0.0,100,66,cdf,2.4156536494705785,0.5640317306005497,True,False,20,90108.4727651285,0.00019815941296000096,129,0.015019079000012425,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,67,pdf,2.4933974939486685,2.895331128384235,True,False,19,13463242497.34741,42.78699247641138,126,0.022885817999963365,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,67,mle,2.4904401307022703,2.4089914279745916,True,False,19,13463242497.34741,459.3983025868638,108,0.004513741999971899,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,67,qlog,nan,nan,False,False,19,13463242497.34741,nan,0,0.003979964999984986,ningun candidato q-log valido
2.5,2.0,0.0,100,67,cdf,2.4242356585281675,1.2858673229328883,True,False,19,13463242497.34741,0.001003764731654575,111,0.012740955999902326,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,68,pdf,2.547735824730252,2.394434679958127,True,False,23,70745961.20663056,44.970317276322014,174,0.04426696199993785,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,68,mle,2.5532197475539653,3.82866620472841,True,False,23,70745961.20663056,503.3854663823721,114,0.006058897999992041,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,68,qlog,nan,nan,False,False,23,70745961.20663056,nan,0,0.004177663999939796,ningun candidato q-log valido
2.5,2.0,0.0,100,68,cdf,2.5740003253320656,4.251767729671839,True,False,23,70745961.20663056,0.0016713864051967214,123,0.013892336000026262,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,69,pdf,2.645435929249249,50.0,True,True,16,1340194.9499834483,46.28954773429684,231,0.054498856000009255,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,69,mle,2.55062728642449,3.417133389242246,True,False,16,1340194.9499834483,505.9571035049864,117,0.005649167999990823,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,69,qlog,nan,nan,False,False,16,1340194.9499834483,nan,0,0.004084093000074063,ningun candidato q-log valido
2.5,2.0,0.0,100,69,cdf,2.5396311037850205,3.3052933422507484,True,False,16,1340194.9499834483,0.00026291249505202717,114,0.013400012000033712,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,70,pdf,2.569889057468737,17.203690360216605,True,False,16,22978024.64813478,33.619722493237234,222,0.03913053000007949,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,70,mle,2.516595633670303,2.823120190276312,True,False,16,22978024.64813478,477.4923364316612,108,0.004739734000054341,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,70,qlog,nan,nan,False,False,16,22978024.64813478,nan,0,0.004021258000079797,ningun candidato q-log valido
2.5,2.0,0.0,100,70,cdf,2.4896007672168783,2.1224084175401603,True,False,16,22978024.64813478,0.0006877590955031976,111,0.03197722899994915,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,71,pdf,2.5490108359326187,14.724092287144758,True,False,20,37258.196582730336,33.908670028146446,180,0.03233787299996038,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,71,mle,2.4285553449276813,1.8340357615996399,True,False,20,37258.196582730336,420.2152553110856,90,0.003778821000082644,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,71,qlog,nan,nan,False,False,20,37258.196582730336,nan,0,0.004008108000107313,ningun candidato q-log valido
2.5,2.0,0.0,100,71,cdf,2.4087123850464325,1.4648369907949261,True,False,20,37258.196582730336,0.0012717151639763606,102,0.012737070000071071,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,72,pdf,2.5196444953854806,2.9811257346355307,True,False,20,139147827.482293,35.082757044536834,129,0.04124922099993,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
2.5,2.0,0.0,100,72,mle,2.4825666778022595,1.005745968510608,True,False,20,139147827.482293,495.7117737325043,90,0.0038724820000197724,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
2.5,2.0,0.0,100,72,qlog,nan,nan,False,False,20,139147827.482293,nan,0,0.0039890489999834244,ningun candidato q-log valido
