q_true,b_true,n,rep,seed,bins,method,q_hat,b_hat,success,at_bound,occupied_bins,max_abs_x,seconds,message
1.5,2.0,5000,6,20260926-0-0-1-6,200,qlog,1.56,1.961874795053064,True,False,188,29.400937182998398,0.033968508000043585,barrido q-log; q por deviance de bins
1.5,2.0,5000,7,20260926-0-0-1-7,20,pdf,1.4939835323211546,1.8658059701940128,True,False,20,9.943409422811467,0.0529342090001137,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,2.0,5000,7,20260926-0-0-1-7,20,qlog,1.56,1.624164344002783,True,False,20,9.943409422811467,0.02473436400009632,barrido q-log; q por deviance de bins
1.5,2.0,5000,7,20260926-0-0-1-7,30,pdf,1.5103229372736737,1.9293589921999243,True,False,30,9.943409422811467,0.07688643400001638,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,7,20260926-0-0-1-7,30,qlog,1.52,1.7307453607404264,True,False,30,9.943409422811467,0.026636013000143066,barrido q-log; q por deviance de bins
1.5,2.0,5000,7,20260926-0-0-1-7,40,pdf,1.5031822547577363,1.9042032908814952,True,False,40,9.943409422811467,0.05140072799986228,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,7,20260926-0-0-1-7,40,qlog,1.52,1.8043510321141916,True,False,40,9.943409422811467,0.02773186399986116,barrido q-log; q por deviance de bins
1.5,2.0,5000,7,20260926-0-0-1-7,50,pdf,1.4999689469658315,1.8957216424265102,True,False,50,9.943409422811467,0.0405820070000118,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,7,20260926-0-0-1-7,50,qlog,1.5,1.7705762535141643,True,False,50,9.943409422811467,0.03455435099999704,barrido q-log; q por deviance de bins
1.5,2.0,5000,7,20260926-0-0-1-7,70,pdf,1.5090172018275076,1.9272455358591105,True,False,70,9.943409422811467,0.0543769710000106,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,7,20260926-0-0-1-7,70,qlog,1.52,1.8704068163978085,True,False,70,9.943409422811467,0.05120589500006645,barrido q-log; q por deviance de bins
1.5,2.0,5000,7,20260926-0-0-1-7,100,pdf,1.5042216081022481,1.909552694078287,True,False,100,9.943409422811467,0.04412764299991068,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,7,20260926-0-0-1-7,100,qlog,1.52,1.8386692986461388,True,False,100,9.943409422811467,0.04601230000002943,barrido q-log; q por deviance de bins
1.5,2.0,5000,7,20260926-0-0-1-7,150,pdf,1.5075655361569356,1.92117810221994,True,False,148,9.943409422811467,0.04989773700003752,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,7,20260926-0-0-1-7,150,qlog,1.52,1.8192374942609184,True,False,148,9.943409422811467,0.053517453000040405,barrido q-log; q por deviance de bins
1.5,2.0,5000,7,20260926-0-0-1-7,200,pdf,1.5055948355652928,1.9156908127774799,True,False,197,9.943409422811467,0.04768640899987986,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,7,20260926-0-0-1-7,200,qlog,1.52,1.750784420018557,True,False,197,9.943409422811467,0.04656066000006831,barrido q-log; q por deviance de bins
1.5,2.0,5000,8,20260926-0-0-1-8,20,pdf,1.5361385093514717,2.1684924078101306,True,False,20,19.170949165815735,0.06104612499984796,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,8,20260926-0-0-1-8,20,qlog,1.6800000000000002,1.8106780225013042,True,False,20,19.170949165815735,0.04493265299993254,barrido q-log; q por deviance de bins
1.5,2.0,5000,8,20260926-0-0-1-8,30,pdf,1.5410576524413222,2.181245410885299,True,False,30,19.170949165815735,0.04057656500003759,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,2.0,5000,8,20260926-0-0-1-8,30,qlog,1.58,1.8854109275773259,True,False,30,19.170949165815735,0.026018590999910884,barrido q-log; q por deviance de bins
1.5,2.0,5000,8,20260926-0-0-1-8,40,pdf,1.5381009818567148,2.1752168584214058,True,False,40,19.170949165815735,0.04523458500011657,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,8,20260926-0-0-1-8,40,qlog,1.56,1.9886431231932045,True,False,40,19.170949165815735,0.027227447000086613,barrido q-log; q por deviance de bins
1.5,2.0,5000,8,20260926-0-0-1-8,50,pdf,1.5393877804250222,2.181252112168659,True,False,50,19.170949165815735,0.05117986100003691,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,8,20260926-0-0-1-8,50,qlog,1.54,1.9682313740160338,True,False,50,19.170949165815735,0.02803988499999832,barrido q-log; q por deviance de bins
1.5,2.0,5000,8,20260926-0-0-1-8,70,pdf,1.542616337741212,2.194438059136939,True,False,69,19.170949165815735,0.039224203999992824,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,8,20260926-0-0-1-8,70,qlog,1.54,2.0228933763331503,True,False,69,19.170949165815735,0.04685988300002464,barrido q-log; q por deviance de bins
1.5,2.0,5000,8,20260926-0-0-1-8,100,pdf,1.5404378836497779,2.18910500656355,True,False,97,19.170949165815735,0.056845490000114296,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,8,20260926-0-0-1-8,100,qlog,1.54,2.0087711763550566,True,False,97,19.170949165815735,0.04656163499998911,barrido q-log; q por deviance de bins
1.5,2.0,5000,8,20260926-0-0-1-8,150,pdf,1.539686950716324,2.184542330946729,True,False,144,19.170949165815735,0.04521601700002975,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,8,20260926-0-0-1-8,150,qlog,1.56,2.022215855348678,True,False,144,19.170949165815735,0.05264072499994654,barrido q-log; q por deviance de bins
1.5,2.0,5000,8,20260926-0-0-1-8,200,pdf,1.5411944193052687,2.190917950770207,True,False,191,19.170949165815735,0.05468256999984078,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,8,20260926-0-0-1-8,200,qlog,1.56,1.9498180023975717,True,False,191,19.170949165815735,0.05060238900000513,barrido q-log; q por deviance de bins
1.5,2.0,5000,9,20260926-0-0-1-9,20,pdf,1.4932716032999382,2.0507460477092994,True,False,20,10.053090677784192,0.037524198000028264,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,9,20260926-0-0-1-9,20,qlog,1.56,1.7423609071688548,True,False,20,10.053090677784192,0.04118991800010008,barrido q-log; q por deviance de bins
1.5,2.0,5000,9,20260926-0-0-1-9,30,pdf,1.4930386019118753,2.04707659903941,True,False,30,10.053090677784192,0.04731407400004173,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,9,20260926-0-0-1-9,30,qlog,1.52,1.8898165941481604,True,False,30,10.053090677784192,0.04354575100001057,barrido q-log; q por deviance de bins
1.5,2.0,5000,9,20260926-0-0-1-9,40,pdf,1.4844296161086115,2.0209854331087858,True,False,40,10.053090677784192,0.04147520800006532,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,9,20260926-0-0-1-9,40,qlog,1.5,1.9162995390858655,True,False,40,10.053090677784192,0.02710444500007725,barrido q-log; q por deviance de bins
1.5,2.0,5000,9,20260926-0-0-1-9,50,pdf,1.4910059479316526,2.0441775175816277,True,False,50,10.053090677784192,0.05718840499980615,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,9,20260926-0-0-1-9,50,qlog,1.5,1.943318805534993,True,False,50,10.053090677784192,0.04450989000019945,barrido q-log; q por deviance de bins
1.5,2.0,5000,9,20260926-0-0-1-9,70,pdf,1.4891196368856399,2.034878761521948,True,False,69,10.053090677784192,0.05582695599991894,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,9,20260926-0-0-1-9,70,qlog,1.5,1.95401345105749,True,False,69,10.053090677784192,0.03127442400000291,barrido q-log; q por deviance de bins
1.5,2.0,5000,9,20260926-0-0-1-9,100,pdf,1.4937402522762029,2.0496861510979727,True,False,98,10.053090677784192,0.0632515649999732,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,9,20260926-0-0-1-9,100,qlog,1.5,1.9147571959778193,True,False,98,10.053090677784192,0.030444106000004467,barrido q-log; q por deviance de bins
1.5,2.0,5000,9,20260926-0-0-1-9,150,pdf,1.491744443319778,2.0444814375607487,True,False,146,10.053090677784192,0.05890878899981544,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,9,20260926-0-0-1-9,150,qlog,1.5,1.9069839270188385,True,False,146,10.053090677784192,0.033540418999791655,barrido q-log; q por deviance de bins
1.5,2.0,5000,9,20260926-0-0-1-9,200,pdf,1.4926310752907395,2.0458629725688526,True,False,194,10.053090677784192,0.09343753100006325,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,2.0,5000,9,20260926-0-0-1-9,200,qlog,1.5,1.852943964237741,True,False,194,10.053090677784192,0.06625690999999279,barrido q-log; q por deviance de bins
1.5,5.0,1000,0,20260926-0-1-0-0,20,pdf,1.5358360453028583,5.188108727188846,True,False,20,3.9750631948751787,0.08736803900001178,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,5.0,1000,0,20260926-0-1-0-0,20,qlog,1.56,4.296382801897802,True,False,20,3.9750631948751787,0.02738900300005298,barrido q-log; q por deviance de bins
1.5,5.0,1000,0,20260926-0-1-0-0,30,pdf,1.5255638959514197,5.102830023384757,True,False,30,3.9750631948751787,0.04364438799984782,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,5.0,1000,0,20260926-0-1-0-0,30,qlog,1.52,4.260924463556106,True,False,30,3.9750631948751787,0.04823611499978142,barrido q-log; q por deviance de bins
1.5,5.0,1000,0,20260926-0-1-0-0,40,pdf,1.5361912113674407,5.210847934008031,True,False,40,3.9750631948751787,0.05807922700000745,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,0,20260926-0-1-0-0,40,qlog,1.52,4.172448149810281,True,False,40,3.9750631948751787,0.027769035999881453,barrido q-log; q por deviance de bins
1.5,5.0,1000,0,20260926-0-1-0-0,50,pdf,1.5426782902277183,5.288239379737783,True,False,50,3.9750631948751787,0.03556479999997464,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,0,20260926-0-1-0-0,50,qlog,1.54,4.424344561129043,True,False,50,3.9750631948751787,0.047810521999963385,barrido q-log; q por deviance de bins
1.5,5.0,1000,0,20260926-0-1-0-0,70,pdf,1.5392887084165647,5.23162182046677,True,False,68,3.9750631948751787,0.045710401999940586,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,0,20260926-0-1-0-0,70,qlog,1.54,4.07852305483736,True,False,68,3.9750631948751787,0.047445013000015024,barrido q-log; q por deviance de bins
1.5,5.0,1000,0,20260926-0-1-0-0,100,pdf,1.5418960153222214,5.272728696010841,True,False,98,3.9750631948751787,0.10651246199995512,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,5.0,1000,0,20260926-0-1-0-0,100,qlog,1.52,4.013790244298795,True,False,98,3.9750631948751787,0.032041700000036144,barrido q-log; q por deviance de bins
1.5,5.0,1000,0,20260926-0-1-0-0,150,pdf,1.5347446880877038,5.192449805808637,True,False,147,3.9750631948751787,0.07314425499998833,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,0,20260926-0-1-0-0,150,qlog,1.5,3.663195404150187,True,False,147,3.9750631948751787,0.046262102999889976,barrido q-log; q por deviance de bins
1.5,5.0,1000,0,20260926-0-1-0-0,200,pdf,1.5393752071640334,5.238189186660984,True,False,182,3.9750631948751787,0.13465897699984453,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,0,20260926-0-1-0-0,200,qlog,1.5,3.2110903040114813,True,False,182,3.9750631948751787,0.03802037900004507,barrido q-log; q por deviance de bins
1.5,5.0,1000,1,20260926-0-1-0-1,20,pdf,1.639616184384988,6.492521148375446,True,False,20,4.349154594912342,0.03058390799992594,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,1,20260926-0-1-0-1,20,qlog,1.6600000000000001,5.405917516700291,True,False,20,4.349154594912342,0.04268552500002443,barrido q-log; q por deviance de bins
1.5,5.0,1000,1,20260926-0-1-0-1,30,pdf,1.6704525170095539,7.000157875542166,True,False,30,4.349154594912342,0.03194431599990821,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,1,20260926-0-1-0-1,30,qlog,1.6600000000000001,5.760835416910823,True,False,30,4.349154594912342,0.02661326099996586,barrido q-log; q por deviance de bins
1.5,5.0,1000,1,20260926-0-1-0-1,40,pdf,1.662715517971494,6.8557933184659605,True,False,40,4.349154594912342,0.05011668999986796,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,1,20260926-0-1-0-1,40,qlog,1.6600000000000001,5.72455450665605,True,False,40,4.349154594912342,0.027611813000021357,barrido q-log; q por deviance de bins
1.5,5.0,1000,1,20260926-0-1-0-1,50,pdf,1.6580112634601232,6.773556285225269,True,False,50,4.349154594912342,0.06115153599989753,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,1,20260926-0-1-0-1,50,qlog,1.6400000000000001,5.550365458596585,True,False,50,4.349154594912342,0.030253058999960558,barrido q-log; q por deviance de bins
1.5,5.0,1000,1,20260926-0-1-0-1,70,pdf,1.6608044814705898,6.8560194533482,True,False,69,4.349154594912342,0.04560885699993378,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,1,20260926-0-1-0-1,70,qlog,1.6400000000000001,5.164217290588205,True,False,69,4.349154594912342,0.029449961999944207,barrido q-log; q por deviance de bins
1.5,5.0,1000,1,20260926-0-1-0-1,100,pdf,1.6628047841715972,6.859203815067082,True,False,97,4.349154594912342,0.056604825000022174,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,1,20260926-0-1-0-1,100,qlog,1.6400000000000001,4.806380213543526,True,False,97,4.349154594912342,0.0472409639999114,barrido q-log; q por deviance de bins
1.5,5.0,1000,1,20260926-0-1-0-1,150,pdf,1.6605096229553113,6.838852911958878,True,False,139,4.349154594912342,0.08495228600008886,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,1,20260926-0-1-0-1,150,qlog,1.6,4.052303725448118,True,False,139,4.349154594912342,0.03721952700016118,barrido q-log; q por deviance de bins
1.5,5.0,1000,1,20260926-0-1-0-1,200,pdf,1.66002658055491,6.835237706491994,True,False,176,4.349154594912342,0.0762646359999053,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,1,20260926-0-1-0-1,200,qlog,1.58,3.488627568032493,True,False,176,4.349154594912342,0.0525237230001494,barrido q-log; q por deviance de bins
1.5,5.0,1000,2,20260926-0-1-0-2,20,pdf,1.4752194559138538,4.410911238381381,True,False,20,7.8256767441187955,0.045364059999883466,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,2,20260926-0-1-0-2,20,qlog,1.58,3.7298382081503885,True,False,20,7.8256767441187955,0.02819092400000045,barrido q-log; q por deviance de bins
1.5,5.0,1000,2,20260926-0-1-0-2,30,pdf,1.4897382720665273,4.48989885224122,True,False,29,7.8256767441187955,0.05630189199996494,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,2,20260926-0-1-0-2,30,qlog,1.54,3.950313900659081,True,False,29,7.8256767441187955,0.027589758999965852,barrido q-log; q por deviance de bins
1.5,5.0,1000,2,20260926-0-1-0-2,40,pdf,1.4771018774784226,4.370518273979635,True,False,39,7.8256767441187955,0.07880838200003382,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,2,20260926-0-1-0-2,40,qlog,1.5,3.777388923914957,True,False,39,7.8256767441187955,0.02859633799994299,barrido q-log; q por deviance de bins
1.5,5.0,1000,2,20260926-0-1-0-2,50,pdf,1.4646745156017928,4.279612784733027,True,False,48,7.8256767441187955,0.04028154699994957,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,5.0,1000,2,20260926-0-1-0-2,50,qlog,1.5,3.5570246410906825,True,False,48,7.8256767441187955,0.021583014000043477,barrido q-log; q por deviance de bins
1.5,5.0,1000,2,20260926-0-1-0-2,70,pdf,1.4646872393083898,4.288008699110232,True,False,67,7.8256767441187955,0.038365359999943394,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,2,20260926-0-1-0-2,70,qlog,1.48,3.6161940876703946,True,False,67,7.8256767441187955,0.031914351999830615,barrido q-log; q por deviance de bins
1.5,5.0,1000,2,20260926-0-1-0-2,100,pdf,1.4791346017348015,4.386247496842716,True,False,94,7.8256767441187955,0.047272149999798785,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,2,20260926-0-1-0-2,100,qlog,1.5,3.431930325551986,True,False,94,7.8256767441187955,0.03282433200001833,barrido q-log; q por deviance de bins
1.5,5.0,1000,2,20260926-0-1-0-2,150,pdf,1.4766155072064777,4.369834742737752,True,False,138,7.8256767441187955,0.08257020599990028,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,2,20260926-0-1-0-2,150,qlog,1.52,3.222053674480742,True,False,138,7.8256767441187955,0.07284698500006925,barrido q-log; q por deviance de bins
1.5,5.0,1000,2,20260926-0-1-0-2,200,pdf,1.4776711807924245,4.374493077280997,True,False,182,7.8256767441187955,0.06515377699997771,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,2,20260926-0-1-0-2,200,qlog,1.52,2.795957410505193,True,False,182,7.8256767441187955,0.061335254999903555,barrido q-log; q por deviance de bins
1.5,5.0,1000,3,20260926-0-1-0-3,20,pdf,1.4503180819785955,4.728166278345813,True,False,20,4.266404446483562,0.10750366400020539,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,3,20260926-0-1-0-3,20,qlog,1.52,4.285029325956161,True,False,20,4.266404446483562,0.05640372500010926,barrido q-log; q por deviance de bins
1.5,5.0,1000,3,20260926-0-1-0-3,30,pdf,1.4505472553626682,4.751380152359762,True,False,30,4.266404446483562,0.07203561100004663,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,3,20260926-0-1-0-3,30,qlog,1.48,4.357269811425954,True,False,30,4.266404446483562,0.040843497999958345,barrido q-log; q por deviance de bins
1.5,5.0,1000,3,20260926-0-1-0-3,40,pdf,1.4232242985411283,4.552925927274439,True,False,40,4.266404446483562,0.041148179999936474,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,5.0,1000,3,20260926-0-1-0-3,40,qlog,1.44,4.104954726979904,True,False,40,4.266404446483562,0.04671746700000767,barrido q-log; q por deviance de bins
1.5,5.0,1000,3,20260926-0-1-0-3,50,pdf,1.4223317982067023,4.576638033615735,True,False,49,4.266404446483562,0.07870271999991019,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,3,20260926-0-1-0-3,50,qlog,1.44,3.97877894937326,True,False,49,4.266404446483562,0.03460848100007752,barrido q-log; q por deviance de bins
1.5,5.0,1000,3,20260926-0-1-0-3,70,pdf,1.422780139543682,4.564348219315613,True,False,69,4.266404446483562,0.06225168599985409,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,3,20260926-0-1-0-3,70,qlog,1.44,3.9721689544126315,True,False,69,4.266404446483562,0.03382935399986309,barrido q-log; q por deviance de bins
1.5,5.0,1000,3,20260926-0-1-0-3,100,pdf,1.4292157254627504,4.639633004527662,True,False,96,4.266404446483562,0.40702511100016636,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,3,20260926-0-1-0-3,100,qlog,1.44,3.670621119132766,True,False,96,4.266404446483562,0.04784682499985138,barrido q-log; q por deviance de bins
1.5,5.0,1000,3,20260926-0-1-0-3,150,pdf,1.4268597854261427,4.611708338316339,True,False,143,4.266404446483562,0.4076735369999369,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,3,20260926-0-1-0-3,150,qlog,1.44,3.4595845360581015,True,False,143,4.266404446483562,0.0939458850000392,barrido q-log; q por deviance de bins
1.5,5.0,1000,3,20260926-0-1-0-3,200,pdf,1.4280519065360087,4.630670109121578,True,False,183,4.266404446483562,0.05613701500010393,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,3,20260926-0-1-0-3,200,qlog,1.46,3.1620450865010286,True,False,183,4.266404446483562,0.035751784000012776,barrido q-log; q por deviance de bins
1.5,5.0,1000,4,20260926-0-1-0-4,20,pdf,1.5112510770659968,5.118001630392574,True,False,20,10.440174076939375,0.036825556999929177,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,4,20260926-0-1-0-4,20,qlog,1.6400000000000001,4.192317606718887,True,False,20,10.440174076939375,0.02743110900019019,barrido q-log; q por deviance de bins
1.5,5.0,1000,4,20260926-0-1-0-4,30,pdf,1.478841901423647,4.812140234821679,True,False,29,10.440174076939375,0.05648969900016709,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,4,20260926-0-1-0-4,30,qlog,1.52,4.114870658502003,True,False,29,10.440174076939375,0.027678447999960554,barrido q-log; q por deviance de bins
1.5,5.0,1000,4,20260926-0-1-0-4,40,pdf,1.5108375063966126,5.106560090719263,True,False,39,10.440174076939375,0.06963296300000366,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,4,20260926-0-1-0-4,40,qlog,1.54,4.676112430041259,True,False,39,10.440174076939375,0.03549655500000881,barrido q-log; q por deviance de bins
1.5,5.0,1000,4,20260926-0-1-0-4,50,pdf,1.5165222535999183,5.17067549602516,True,False,49,10.440174076939375,0.06868528099994364,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,4,20260926-0-1-0-4,50,qlog,1.54,4.702850370149698,True,False,49,10.440174076939375,0.02947081899992554,barrido q-log; q por deviance de bins
1.5,5.0,1000,4,20260926-0-1-0-4,70,pdf,1.5109098428328864,5.102473893684493,True,False,66,10.440174076939375,0.042658637000158706,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,4,20260926-0-1-0-4,70,qlog,1.54,4.266861966048446,True,False,66,10.440174076939375,0.04391839300001266,barrido q-log; q por deviance de bins
1.5,5.0,1000,4,20260926-0-1-0-4,100,pdf,1.5127215172627333,5.122923186316723,True,False,94,10.440174076939375,0.04580844499992054,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,4,20260926-0-1-0-4,100,qlog,1.56,4.315054398033765,True,False,94,10.440174076939375,0.04107207899983223,barrido q-log; q por deviance de bins
1.5,5.0,1000,4,20260926-0-1-0-4,150,pdf,1.5162898369946016,5.129506437265367,True,False,136,10.440174076939375,0.05072103299994524,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,4,20260926-0-1-0-4,150,qlog,1.58,3.968866927820384,True,False,136,10.440174076939375,0.05487246200004847,barrido q-log; q por deviance de bins
1.5,5.0,1000,4,20260926-0-1-0-4,200,pdf,1.5157614037499667,5.139848675097558,True,False,175,10.440174076939375,0.05502347800006646,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,4,20260926-0-1-0-4,200,qlog,1.6,3.6006181385286324,True,False,175,10.440174076939375,0.05015560800006824,barrido q-log; q por deviance de bins
1.5,5.0,1000,5,20260926-0-1-0-5,20,pdf,1.580917210621818,5.534243033696205,True,False,20,4.632607076755925,0.03668010900014451,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,5.0,1000,5,20260926-0-1-0-5,20,qlog,1.62,4.764362921284094,True,False,20,4.632607076755925,0.044689568999956464,barrido q-log; q por deviance de bins
1.5,5.0,1000,5,20260926-0-1-0-5,30,pdf,1.553264748472561,5.248411483762615,True,False,29,4.632607076755925,0.03330942699994921,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,5,20260926-0-1-0-5,30,qlog,1.56,4.601843478704687,True,False,29,4.632607076755925,0.031798616000060065,barrido q-log; q por deviance de bins
1.5,5.0,1000,5,20260926-0-1-0-5,40,pdf,1.568641006856793,5.363143722990693,True,False,39,4.632607076755925,0.04825704199993197,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,5,20260926-0-1-0-5,40,qlog,1.56,4.63307778566515,True,False,39,4.632607076755925,0.029770640999913667,barrido q-log; q por deviance de bins
1.5,5.0,1000,5,20260926-0-1-0-5,50,pdf,1.5676040668167979,5.368917522757301,True,False,49,4.632607076755925,0.0577509590000318,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
1.5,5.0,1000,5,20260926-0-1-0-5,50,qlog,1.56,4.66243373042507,True,False,49,4.632607076755925,0.029716772000028868,barrido q-log; q por deviance de bins
1.5,5.0,1000,5,20260926-0-1-0-5,70,pdf,1.5705530667501435,5.3893086359591384,True,False,68,4.632607076755925,0.057015727999896626,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,5,20260926-0-1-0-5,70,qlog,1.56,4.549645009454461,True,False,68,4.632607076755925,0.029222167000170884,barrido q-log; q por deviance de bins
1.5,5.0,1000,5,20260926-0-1-0-5,100,pdf,1.5682969305392847,5.359815902512208,True,False,95,4.632607076755925,0.046201967000115474,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,5,20260926-0-1-0-5,100,qlog,1.54,4.056377420571082,True,False,95,4.632607076755925,0.04648387699990053,barrido q-log; q por deviance de bins
1.5,5.0,1000,5,20260926-0-1-0-5,150,pdf,1.5705450662004017,5.382992460512805,True,False,140,4.632607076755925,0.049403806999862354,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,5,20260926-0-1-0-5,150,qlog,1.54,3.751977341980523,True,False,140,4.632607076755925,0.045797844999924564,barrido q-log; q por deviance de bins
1.5,5.0,1000,5,20260926-0-1-0-5,200,pdf,1.5719793668796493,5.397986361975143,True,False,178,4.632607076755925,0.0534128790000068,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
1.5,5.0,1000,5,20260926-0-1-0-5,200,qlog,1.52,3.350807845973306,True,False,178,4.632607076755925,0.050327491999951235,barrido q-log; q por deviance de bins
